id,title,topic_id,order_index
4326e38b-effc-558c-b8d1-c402df418847,Dimensional formula,1be823ea-afb9-57c5-bf69-f13b7c205323,1
abe2efdd-6c98-5f2d-b085-4112a0b30c47,Dimensional equation,1be823ea-afb9-57c5-bf69-f13b7c205323,2
86674bd9-a1c9-5a24-ba60-fb606ff17c30,"Fundamental dimensions (M (mass), L (length), T (time))",1be823ea-afb9-57c5-bf69-f13b7c205323,3
1241d52b-1d72-5ab2-9b32-82d89364a41e,"Examples (Force dimension, Work dimension, Energy dimension, Power dimension)",1be823ea-afb9-57c5-bf69-f13b7c205323,4
7a867ac1-bc9e-5db8-a5b2-e49feabb2c68,Principle of dimensional homogeneity,cee41e43-087c-5e27-9dfe-0fb6faabbefa,1
f6e5de32-62b2-5a9a-b46b-57e21c1964d1,"Applications (Checking correctness of equations, Deriving relations between quantities, Converting units)",cee41e43-087c-5e27-9dfe-0fb6faabbefa,2
21d6592e-aa16-5d4e-ab2a-9bb6718a002d,Limitations of dimensional analysis,cee41e43-087c-5e27-9dfe-0fb6faabbefa,3
1b9739ca-1cb3-55fc-aee1-fd9748841932,Concept of reference frame,ac31ff51-117f-5247-8943-cb664fcbc2dc,1
14222cfb-3667-5d83-aea9-e02cc35ba958,Rest and motion,ac31ff51-117f-5247-8943-cb664fcbc2dc,2
45ee3ebd-bcf7-5a67-85a9-45fc41112ece,Observer dependence of motion,ac31ff51-117f-5247-8943-cb664fcbc2dc,3
f0a07186-dd09-5efa-b3b2-7661538d4a5d,"Types (Inertial frame, Non-inertial frame)",ac31ff51-117f-5247-8943-cb664fcbc2dc,4
dd7cb2bd-29da-59d4-97fb-66ce4c7f4728,Position,c000ee4f-d27b-5ce7-af53-74624c3d92e7,1
d30622e3-6a4d-5cb1-bbb8-4d372f159a9f,Displacement,c000ee4f-d27b-5ce7-af53-74624c3d92e7,2
2bd2fa24-26b4-54f3-a640-bf6af6588941,Distance,c000ee4f-d27b-5ce7-af53-74624c3d92e7,3
ae36f3e9-f86f-5241-bdc0-ce4292a5dd28,"Speed (Average speed, Instantaneous speed)",c000ee4f-d27b-5ce7-af53-74624c3d92e7,4
5458ec54-cd93-5957-9e16-d30f935f102a,"Velocity (Average velocity, Instantaneous velocity)",c000ee4f-d27b-5ce7-af53-74624c3d92e7,5
31577c4d-d769-5632-8dd2-dbe40365f1d6,Definition of acceleration,2b4cde85-ad9f-522e-beae-2a7a8b9e6852,1
bd1c59f8-ae45-5edb-adf1-986e5cedcd89,Average acceleration,2b4cde85-ad9f-522e-beae-2a7a8b9e6852,2
4115f3d3-ad83-5c12-baeb-ecb35cf0c72d,Instantaneous acceleration,2b4cde85-ad9f-522e-beae-2a7a8b9e6852,3
3e9728d6-4338-54cf-8f16-1c7eb72e1ce2,Uniform acceleration,2b4cde85-ad9f-522e-beae-2a7a8b9e6852,4
3769bcf2-6975-50de-b4bd-8b1ef8814c7b,Non-uniform acceleration,2b4cde85-ad9f-522e-beae-2a7a8b9e6852,5
62937195-c82e-56a0-af4d-17fa496845dd,"Position–time graph (Slope of graph, Uniform motion, Non-uniform motion)",e66bdf59-a5f3-5143-a89d-2b343ec54b5b,1
20781c57-6475-54c8-b5a4-910bda239bc0,"Velocity–time graph (Area under graph, Acceleration from slope)",e66bdf59-a5f3-5143-a89d-2b343ec54b5b,2
d18255c8-7151-5ec0-9ae6-bd3282c2ad3c,Acceleration–time graph (Area under graph gives velocity change),e66bdf59-a5f3-5143-a89d-2b343ec54b5b,3
085f561b-1c8d-5886-9174-6707143c9e1e,First equation,b46106db-37e9-54c2-9e5a-b2cd65c5f9a2,1
f401f592-5cae-53e0-b507-3c80a36eece3,v = u + at,b46106db-37e9-54c2-9e5a-b2cd65c5f9a2,2
c3ae3473-95ee-5b9a-be98-499b02805340,Second equation,b46106db-37e9-54c2-9e5a-b2cd65c5f9a2,3
242038ef-074b-5912-9343-5950f1e5d04d,s = ut + ½at²,b46106db-37e9-54c2-9e5a-b2cd65c5f9a2,4
0bd27a49-cbd7-54ef-a15f-0ba7d4d916e5,Third equation,b46106db-37e9-54c2-9e5a-b2cd65c5f9a2,5
28e2d01b-2d5f-5211-849b-a3b6a3f90cb2,v² = u² + 2as,b46106db-37e9-54c2-9e5a-b2cd65c5f9a2,6
9f8bc29e-ac38-5216-af26-fc9da82da49f,Graphical derivation,b46106db-37e9-54c2-9e5a-b2cd65c5f9a2,7
ad8c2e36-0685-5912-ad20-1d9d0b6438a8,Free fall,1be7e5b9-1a21-5c18-bbe7-36c66a2133b5,1
cac695c3-6388-5a1b-9d11-57bba2410915,Acceleration due to gravity,1be7e5b9-1a21-5c18-bbe7-36c66a2133b5,2
fd6344ec-22d0-5f06-8bf5-bacba5e66469,Upward motion of a body,1be7e5b9-1a21-5c18-bbe7-36c66a2133b5,3
c4130eb9-6b12-5c8b-b843-b331f70e5268,"Equations (Maximum height, Time of flight)",1be7e5b9-1a21-5c18-bbe7-36c66a2133b5,4
2322a67b-4a14-5e17-b946-6f061c04a0fb,Scalars (Magnitude only),32d38464-b3e4-5609-8690-4176e2e2c12d,1
bfe66c9e-5f6d-52bd-bde2-e0dc2087bdbd,Vectors (Magnitude and direction),32d38464-b3e4-5609-8690-4176e2e2c12d,2
f47d3893-dab5-5fd3-a0a7-1d396c5b4007,"Examples (Scalar quantities, Vector quantities)",32d38464-b3e4-5609-8690-4176e2e2c12d,3
b19e9d18-ad4e-5651-899c-1c2d090f4ff8,"Vector addition (Triangle law, Parallelogram law)",d430dc57-96e8-5064-9009-e7836aaa2eed,1
151fc5aa-c861-5219-83f7-6e4e78bb2b52,Vector subtraction,d430dc57-96e8-5064-9009-e7836aaa2eed,2
08f175a9-4c73-5eee-afe5-6472e0e717f4,Unit vector,d430dc57-96e8-5064-9009-e7836aaa2eed,3
d1c334d6-4744-5bbf-9f35-d75918f0341e,Vector components,d430dc57-96e8-5064-9009-e7836aaa2eed,4
5472c07d-cc42-578a-84f1-d2d4efae076a,Resolution of vectors,d430dc57-96e8-5064-9009-e7836aaa2eed,5
27df3047-d3e9-524e-9d16-67562d5b842a,Relative velocity in one dimension,bf55b7cf-0a5d-5288-a31f-031e8a3434c1,1
2537d969-b9ef-5da1-8eab-1ee80a9f862c,Relative velocity in two dimensions,bf55b7cf-0a5d-5288-a31f-031e8a3434c1,2
3d9333ed-e23c-5e65-80fa-aedfca9095fe,"Examples (River boat problems, Rain problems)",bf55b7cf-0a5d-5288-a31f-031e8a3434c1,3
324e84fb-d2c0-53ab-9277-954c5338eee1,"Projectile motion (Horizontal projection, Angular projection)",b6cb2d76-41e4-5779-9cdd-83bd5ae9ec03,1
7cdd05c2-ed91-532d-9a16-3dba82e3e8a8,"Parameters (Time of flight, Maximum height, Horizontal range)",b6cb2d76-41e4-5779-9cdd-83bd5ae9ec03,2
5dd1505a-81f2-5ff3-841f-3697669cfd9f,Circular motion,012e350d-915c-5965-bc3b-d3659bdecbbd,1
e73dea78-fdc7-5569-a4be-46f37212e5a6,Angular displacement,012e350d-915c-5965-bc3b-d3659bdecbbd,2
2705980f-7169-5d6c-ae1f-c16a25646412,Angular velocity,012e350d-915c-5965-bc3b-d3659bdecbbd,3
cf2fafd3-6259-579b-9f7e-f9e06cdad323,Angular acceleration,012e350d-915c-5965-bc3b-d3659bdecbbd,4
60986f85-cc20-5f28-8bf5-eb8fa0f20c02,Centripetal acceleration,012e350d-915c-5965-bc3b-d3659bdecbbd,5
26431506-2122-5e82-9c0b-e498f6936d6d,Definition of force,ccc06e8d-df28-5138-ab69-be0ac563ae88,1
5d8fb41c-ed52-53a9-8a45-2fc45053f3d1,"Types of forces (Contact forces, Non-contact forces)",ccc06e8d-df28-5138-ab69-be0ac563ae88,2
bda8202a-f0bd-574d-87bc-657011a02956,"Examples (Gravitational force, Normal force, Tension, Friction)",ccc06e8d-df28-5138-ab69-be0ac563ae88,3
9bb5c786-8f12-5528-a20a-e0edbb33b7a0,Definition of inertia,de946990-4dd7-5982-b334-b2495bd54a51,1
ced157f9-e411-5531-964c-442f399a9817,"Types (Inertia of rest, Inertia of motion, Inertia of direction)",de946990-4dd7-5982-b334-b2495bd54a51,2
a1c290ad-8008-527e-a503-cf95d63982cd,Newton’s first law (Law of inertia),92b14c8f-e3ff-5368-be7a-b0c7f34c2d19,1
be0f7770-22b6-59b9-9cf2-7b3bd490f687,"Newton’s second law (Relation between force and acceleration, Mathematical form F = ma)",92b14c8f-e3ff-5368-be7a-b0c7f34c2d19,2
d1f12d12-fe75-5d03-aae3-d798739d3513,Newton’s third law (Action–reaction forces),92b14c8f-e3ff-5368-be7a-b0c7f34c2d19,3
c585e842-c8ed-53f1-8f04-48652f95bac2,Definition of momentum,5ab8362a-c3cf-5afb-a749-c491fc1e1da2,1
ca6afa98-7e0e-50e9-a829-4c3f7ebd950d,Momentum formula,5ab8362a-c3cf-5afb-a749-c491fc1e1da2,2
6b98de73-ca26-5707-8fc5-eb3607f30bf1,Units of momentum,5ab8362a-c3cf-5afb-a749-c491fc1e1da2,3
b694875e-68b9-585e-ba54-9a688ea72fa5,Definition of impulse,97780688-3f05-5aea-976e-515bc54a083c,1
99985fde-8758-59aa-bda2-438e24a58aa3,Impulse–momentum theorem,97780688-3f05-5aea-976e-515bc54a083c,2
2466182c-fecf-5bb5-b092-2971db15115a,Statement,d3b1f4a4-1c6b-58c5-acb2-d709bcf800e3,1
d4198a5c-df19-54c7-9735-1d4f4e17f950,Applications,d3b1f4a4-1c6b-58c5-acb2-d709bcf800e3,2
4dbe98ed-e477-5596-ae83-cb955b3a24cc,"Examples (Rocket motion, Explosion problems, Recoil of gun)",d3b1f4a4-1c6b-58c5-acb2-d709bcf800e3,3
e65b53db-6418-5e3e-854c-3ed101f35486,"Types of friction (Static friction, Kinetic friction, Rolling friction)",057ab4c8-4960-53f9-b394-7d8fecda5cfd,1
def0d4aa-a23a-5412-8acb-5f35056a68bf,Laws of friction,057ab4c8-4960-53f9-b394-7d8fecda5cfd,2
b2c8f783-9961-54c7-be8a-9b32949aa0ac,Angle of friction,057ab4c8-4960-53f9-b394-7d8fecda5cfd,3
f45d64b3-a361-5ba1-846b-d1a1e2473626,Angle of repose,057ab4c8-4960-53f9-b394-7d8fecda5cfd,4
f1e8870d-a6ed-5f4a-874c-2ef76d1a74c8,Centripetal force,feb83949-4579-5c31-923f-3305b86386d4,1
f85f2f95-aa0f-5956-b332-3befd5a234cb,Motion on level circular road,feb83949-4579-5c31-923f-3305b86386d4,2
b70f6050-9767-5a1f-8dc4-0e7e2ba667cd,Motion on banked road,feb83949-4579-5c31-923f-3305b86386d4,3
4ef6d4c6-2203-5797-bcfb-984f6d51ce56,Definition of work,69917fcd-d1d2-5d79-adbd-21fe239d4177,1
2429f1f1-0b53-5441-bced-5237a6e16812,Work done by constant force,69917fcd-d1d2-5d79-adbd-21fe239d4177,2
e6919404-2d5b-5354-8b6f-be74b3067bb5,Work done by variable force,69917fcd-d1d2-5d79-adbd-21fe239d4177,3
295f02a8-30af-5bd3-bc90-28806940056f,Definition,5c078e96-29c4-5b8b-871e-6796e2210749,1
58044f9c-10f3-52f4-ab2c-0d310c5861ff,Formula of kinetic energy,5c078e96-29c4-5b8b-871e-6796e2210749,2
0dfbd67a-740f-551e-ad83-ea380e3928d5,Work–energy theorem,5c078e96-29c4-5b8b-871e-6796e2210749,3
f3fe36db-c026-5c28-8b87-8bd79cc76f8b,Gravitational potential energy,00d23440-51e2-5b3c-9b13-6ca606456e2c,1
a214cb43-c5ee-5b64-8dc8-6793a93acc64,Elastic potential energy,00d23440-51e2-5b3c-9b13-6ca606456e2c,2
67f8a599-884b-5b99-be95-efa9a7cf4c7f,Statement,6dc7b6f9-295f-535c-9c4c-f6552d821f66,1
592cb56e-2252-5b3e-94a4-0e69adc347c8,Proof,6dc7b6f9-295f-535c-9c4c-f6552d821f66,2
ae6011b8-1f6e-54b5-8442-aae53e9b0ca0,Applications,6dc7b6f9-295f-535c-9c4c-f6552d821f66,3
c80b450a-be11-5725-ac7c-3408d234e846,Mechanical energy,3580eae5-ba4c-52bc-a7d9-77505b05c5c6,1
add501b2-4831-56dd-95e2-2c0bf0171224,Conservation law,3580eae5-ba4c-52bc-a7d9-77505b05c5c6,2
9a29dac0-9905-5f75-a6af-26c17ccab20e,"Types of forces (Conservative forces, Non-conservative forces)",3580eae5-ba4c-52bc-a7d9-77505b05c5c6,3
02b1110f-e52f-5f45-be1e-84a1ea24ebae,Average power,1610f8ad-86ca-5a17-ac12-ab6f2cafbbdc,1
9379d616-754f-5c10-8c0f-c46f47d0a012,Instantaneous power,1610f8ad-86ca-5a17-ac12-ab6f2cafbbdc,2
b6782ba8-4c1d-59c6-b13d-6d4ec939c362,Units of power,1610f8ad-86ca-5a17-ac12-ab6f2cafbbdc,3
b9b3189c-6530-5b28-913d-1a77cd13adac,Elastic collisions,9bbde96d-f1c0-559c-8cf3-aec1246bc401,1
44d2ef6c-80c1-5398-98a9-ffa54e38eabe,Inelastic collisions,9bbde96d-f1c0-559c-8cf3-aec1246bc401,2
a27fccc9-9fd8-5a60-829d-301dceb16296,One-dimensional collisions,9bbde96d-f1c0-559c-8cf3-aec1246bc401,3
814e05f1-607c-5000-9111-301e2349bfa8,Two-dimensional collisions,9bbde96d-f1c0-559c-8cf3-aec1246bc401,4
23f48a4b-eea8-53d7-99d2-382ebe64b70b,Definition of rigid body,c6afbff5-e33b-57b5-86ed-f21843a613a7,1
0e72b65d-4297-5089-9087-8908284405a4,Translational motion,c6afbff5-e33b-57b5-86ed-f21843a613a7,2
2879765f-1448-52e8-9fb7-6f62c9a9e9f8,Rotational motion,c6afbff5-e33b-57b5-86ed-f21843a613a7,3
f4823514-fc94-5242-a070-f51ac7b7ec2b,Centre of mass of two particle system,1b8747a3-d8dc-55f7-96a2-13afc8d8f2e3,1
84f152bb-b8d4-5b46-94ba-a210b140f02b,Centre of mass of rigid body,1b8747a3-d8dc-55f7-96a2-13afc8d8f2e3,2
229b1e8e-26e7-50fd-b013-94c7bb923aa1,Moment of force,7920dd58-d19e-5c23-a86c-68f5338f0c6f,1
30cc1871-509a-59a0-866b-f8e54ed942a7,Lever arm,7920dd58-d19e-5c23-a86c-68f5338f0c6f,2
bdbb95e2-0aa0-5dc8-bf2f-366bc988c577,Torque equation,7920dd58-d19e-5c23-a86c-68f5338f0c6f,3
759e3569-fe09-57b6-aab1-a1d287d4c832,Angular momentum definition,5861673d-2fbe-5086-9c23-4f2094c3c8aa,1
fd720707-e459-56c3-8ae5-5aa2d3763d64,Conservation of angular momentum,5861673d-2fbe-5086-9c23-4f2094c3c8aa,2
b4b7383f-c178-585a-9a15-9d45b34e0d78,"Applications (Spinning skater, Planetary motion)",5861673d-2fbe-5086-9c23-4f2094c3c8aa,3
cee7a94f-f0db-5864-b74b-de64e89f7a3b,Definition,952673ab-4ec4-5532-a9ff-a0bf7c86c943,1
e0d36e34-3879-548b-b603-cd5f5657ca0e,Radius of gyration,952673ab-4ec4-5532-a9ff-a0bf7c86c943,2
2f7ebbf4-2ced-5c51-8496-e7be1b087f5b,"Moment of inertia of bodies (Ring, Disc, Rod, Sphere)",952673ab-4ec4-5532-a9ff-a0bf7c86c943,3
0efdd931-f83f-59d8-b793-1700c9f8198f,Parallel axis theorem,55134a8d-3cd4-58cc-8a4c-366b854de2a8,1
453cc42e-26cb-595d-b147-d18ec9ede851,Perpendicular axis theorem,55134a8d-3cd4-58cc-8a4c-366b854de2a8,2
d72cc622-534a-5f42-bf24-21e498de2f26,Angular motion equations,f794c984-1a2a-5005-9647-05f56aea438b,1
7715d8cd-1377-55d1-b92d-438f2dd7fb20,ω = ω₀ + αt,f794c984-1a2a-5005-9647-05f56aea438b,2
cd995c42-9c73-5b1a-a3f8-8532c39b18f6,θ = ω₀t + ½αt²,f794c984-1a2a-5005-9647-05f56aea438b,3
c2aff6a2-5693-5274-9909-1e0436644a55,ω² = ω₀² + 2αθ,f794c984-1a2a-5005-9647-05f56aea438b,4
5a84d7df-6fee-5285-8b2b-d6bfd2ffaa07,Rolling without slipping,6dc743a4-638e-5e8f-a9d1-e659c39c629d,1
b3e9779a-6d1d-54eb-87d2-b0f3dd33d05e,Translational + rotational motion,6dc743a4-638e-5e8f-a9d1-e659c39c629d,2
d2f4c913-18e4-58f7-ae60-21cda29e2626,Energy of rolling body,6dc743a4-638e-5e8f-a9d1-e659c39c629d,3
838cbd29-6f8d-5db3-bf25-048f325fb78e,"If you want, I can also make the **next chapters (6–10) in the same ultra-detailed structure**, including: (Gravitation, Fluid Mechanics, Thermodynamics, Kinetic Theory, Oscillations & Waves)",6dc743a4-638e-5e8f-a9d1-e659c39c629d,4
197a7a33-a812-56e1-8119-69a69c8a1237,Definition of rigid body,593b9bcf-5469-58ab-ac7c-926750a7c376,1
9361487f-9ee4-533c-9c90-f4771c713ca5,Translational motion of rigid body,593b9bcf-5469-58ab-ac7c-926750a7c376,2
7a47d715-64be-58ab-8c1d-5844bcf7e3a4,Rotational motion of rigid body,593b9bcf-5469-58ab-ac7c-926750a7c376,3
39dccd1b-0f98-5478-9d7c-28cdf417732d,Combination of translation and rotation,593b9bcf-5469-58ab-ac7c-926750a7c376,4
e1d327dd-52a3-5612-bc32-66f8471a4c2c,"Micro-subtopics (Pure translation, Pure rotation, Rolling motion)",593b9bcf-5469-58ab-ac7c-926750a7c376,5
1a7c2271-0bd3-5ef0-8ef9-910537b9fd31,Definition of centre of mass,1b8747a3-d8dc-55f7-96a2-13afc8d8f2e3,1
4fad9c2b-ccfa-5f65-9427-996f811e9123,Centre of mass of multiple particle system,1b8747a3-d8dc-55f7-96a2-13afc8d8f2e3,3
28b05963-1a77-53a0-a3d5-f3980a370f07,"Micro-subtopics (Formula for centre of mass, Motion of centre of mass, Centre of mass of symmetric bodies)",1b8747a3-d8dc-55f7-96a2-13afc8d8f2e3,4
8f2129f7-4f19-551b-87da-070201f8af1a,"Examples (Rod, Ring, Disc)",1b8747a3-d8dc-55f7-96a2-13afc8d8f2e3,5
a79f6436-05f6-529d-ba1b-b5b8657dace2,Definition of torque,f918d04f-5e7b-5b2a-9d69-1a7854518455,1
f2589e42-59a4-5ab9-bd78-942379d0a81f,Direction of torque,f918d04f-5e7b-5b2a-9d69-1a7854518455,2
bb15955e-1dfe-5c0e-9c05-83fb86a5c146,Torque equation,f918d04f-5e7b-5b2a-9d69-1a7854518455,3
4f7ddddd-e0e0-5864-bed8-c1610e146d24,"Micro-subtopics (Lever arm, Perpendicular distance, Right-hand rule)",f918d04f-5e7b-5b2a-9d69-1a7854518455,4
270e8f22-e7cf-552d-a541-fd4fcf3c1c65,Definition of angular momentum,5861673d-2fbe-5086-9c23-4f2094c3c8aa,1
f94f8f47-f433-5c96-9d61-d45dc4022a7e,Angular momentum of particle,5861673d-2fbe-5086-9c23-4f2094c3c8aa,2
cbed6752-8892-51ae-8e6d-2d815deda660,Angular momentum of rigid body,5861673d-2fbe-5086-9c23-4f2094c3c8aa,3
acd105b9-3122-5b72-94d8-16333bd5a8af,"Micro-subtopics (Relation between torque and angular momentum, Conservation of angular momentum)",5861673d-2fbe-5086-9c23-4f2094c3c8aa,4
c5e89a17-9526-5f85-9063-98959bfd0de9,Definition of moment of inertia,952673ab-4ec4-5532-a9ff-a0bf7c86c943,1
f510072c-374b-5121-9ff7-4b4972c5949e,Dependence on mass distribution,952673ab-4ec4-5532-a9ff-a0bf7c86c943,2
8587f86f-47d0-59d1-abea-db0494742c3c,"Moment of inertia of common bodies (Thin rod about centre, Thin rod about end, Ring, Disc, Solid sphere, Hollow sphere)",952673ab-4ec4-5532-a9ff-a0bf7c86c943,4
6c7ad333-b155-5f95-ae77-84c160b0bd83,Parallel axis theorem,4dd6af19-8bbf-5202-a992-0be54a5bc5c4,1
188d9309-2ed1-5f89-b33a-d79f9dc32a4f,Perpendicular axis theorem,4dd6af19-8bbf-5202-a992-0be54a5bc5c4,2
07f4d928-92c1-5c99-949a-fd0323c1189e,"Applications (Moment of inertia of disc about diameter, Moment of inertia of rod about end)",4dd6af19-8bbf-5202-a992-0be54a5bc5c4,3
ec90f374-9e65-530d-bbb8-7e268ebf2ac0,Angular displacement,148572b7-d9f9-5aec-b8ae-1172012eb001,1
2758f30d-b65a-5f8e-9163-2898edfe0e00,Angular velocity,148572b7-d9f9-5aec-b8ae-1172012eb001,2
a373e752-b21a-5572-a22b-1177dca7cbad,Angular acceleration,148572b7-d9f9-5aec-b8ae-1172012eb001,3
ed035f2e-0f54-51fc-8a1a-19085e8b65b6,Equations of rotational motion,148572b7-d9f9-5aec-b8ae-1172012eb001,4
bd1ceb8c-03af-5aad-b9c5-fcddc7d606b4,"Micro-subtopics (Relationship between linear and angular quantities, v = rω, a = rα)",148572b7-d9f9-5aec-b8ae-1172012eb001,5
43ed707f-c7ee-5975-98ab-db10efb8de6f,Newton’s second law for rotation,f8320fd9-0fe9-5f1f-841a-5c48680c2559,1
a927bac4-83f9-5129-ad8e-79b8755c7596,Torque = Iα,f8320fd9-0fe9-5f1f-841a-5c48680c2559,2
19a3ad54-68db-5490-91a9-6e55a9829c2d,"Micro-subtopics (Angular acceleration, Rotational inertia)",f8320fd9-0fe9-5f1f-841a-5c48680c2559,3
51379c20-e5e7-554b-a18d-f7d836bf5166,Rolling without slipping,b62f1c75-6045-5b76-8466-e27f103312f8,1
0ac3f8c5-2f03-529b-ba22-a8d0dfbedcf8,Pure rolling motion,b62f1c75-6045-5b76-8466-e27f103312f8,2
832a2f62-188b-5ea6-8784-5ae68062a973,"Micro-subtopics (Translational kinetic energy, Rotational kinetic energy, Total kinetic energy of rolling body)",b62f1c75-6045-5b76-8466-e27f103312f8,3
c7e5dc29-c648-5170-9bab-c664e0352e0f,Newton’s law of gravitation,aa215f57-bb7a-5408-aa7c-781f61234df2,1
2d6ef6db-0500-50b4-aa00-400909690e27,Gravitational force between two masses,aa215f57-bb7a-5408-aa7c-781f61234df2,2
4a9165ac-66da-5237-9b0c-0e0175ef066d,"Micro-subtopics (Gravitational constant, Vector nature of gravitational force)",aa215f57-bb7a-5408-aa7c-781f61234df2,3
2a71319b-9dcb-56aa-80d3-30411a7f682c,Gravitational field intensity,723a825e-4d6d-52de-9358-1f5ab130e4f9,1
9530b223-9a08-592d-883e-765b838ae596,Field due to point mass,723a825e-4d6d-52de-9358-1f5ab130e4f9,2
6a536bb8-9a74-5952-91d9-d55467d641b8,Definition of g,4249308d-beb4-59e0-be82-d320e16d0804,1
75e2f384-9695-5cdd-9989-b00d8724c5c5,Value of g near Earth surface,4249308d-beb4-59e0-be82-d320e16d0804,2
566eff41-5320-56af-9b2d-f5c8fc3e0807,"Variation of g (Variation with altitude, Variation with depth, Variation with latitude)",4249308d-beb4-59e0-be82-d320e16d0804,3
2818754b-9b41-5aa0-bd33-ed79e9254680,Gravitational potential energy,99c78cc6-993d-5adc-8e1c-790b69719730,1
7d6c88fb-b012-55e8-9674-ab039057fbf3,Gravitational potential,99c78cc6-993d-5adc-8e1c-790b69719730,2
a7880f2a-06ae-5e53-8070-5053688de05d,"Micro-subtopics (Potential due to point mass, Potential due to Earth)",99c78cc6-993d-5adc-8e1c-790b69719730,3
a86740ba-3a99-5c25-bdf2-d7cc569f9cd5,Definition of escape velocity,e9755c56-9719-593e-b40f-a0830aa90662,1
dfd029db-eb5b-51a7-98a2-6b5f589609d5,Formula for escape velocity,e9755c56-9719-593e-b40f-a0830aa90662,2
1c27f643-bf1c-53a5-b4aa-4c17c0926890,"Applications (Rockets, Space missions)",e9755c56-9719-593e-b40f-a0830aa90662,3
