id,title,chapter_id,order_index
012e350d-915c-5965-bc3b-d3659bdecbbd,Uniform Circular Motion,983eba87-9d79-5060-83a3-84c3dd39e67f,11
ccc06e8d-df28-5138-ab69-be0ac563ae88,Force,9651a966-fb91-5fbf-afc7-c18caf752028,1
de946990-4dd7-5982-b334-b2495bd54a51,Inertia,9651a966-fb91-5fbf-afc7-c18caf752028,2
92b14c8f-e3ff-5368-be7a-b0c7f34c2d19,Newton’s Laws of Motion,9651a966-fb91-5fbf-afc7-c18caf752028,3
5ab8362a-c3cf-5afb-a749-c491fc1e1da2,Linear Momentum,9651a966-fb91-5fbf-afc7-c18caf752028,4
97780688-3f05-5aea-976e-515bc54a083c,Impulse,9651a966-fb91-5fbf-afc7-c18caf752028,5
d3b1f4a4-1c6b-58c5-acb2-d709bcf800e3,Conservation of Linear Momentum,9651a966-fb91-5fbf-afc7-c18caf752028,6
057ab4c8-4960-53f9-b394-7d8fecda5cfd,Friction,9651a966-fb91-5fbf-afc7-c18caf752028,7
feb83949-4579-5c31-923f-3305b86386d4,Dynamics of Circular Motion,9651a966-fb91-5fbf-afc7-c18caf752028,8
69917fcd-d1d2-5d79-adbd-21fe239d4177,Work,27a4ec69-1240-5d01-90ed-41409d964984,1
5c078e96-29c4-5b8b-871e-6796e2210749,Kinetic Energy,27a4ec69-1240-5d01-90ed-41409d964984,2
00d23440-51e2-5b3c-9b13-6ca606456e2c,Potential Energy,27a4ec69-1240-5d01-90ed-41409d964984,3
6dc7b6f9-295f-535c-9c4c-f6552d821f66,Work Energy Theorem,27a4ec69-1240-5d01-90ed-41409d964984,4
3580eae5-ba4c-52bc-a7d9-77505b05c5c6,Conservation of Mechanical Energy,27a4ec69-1240-5d01-90ed-41409d964984,5
1610f8ad-86ca-5a17-ac12-ab6f2cafbbdc,Power,27a4ec69-1240-5d01-90ed-41409d964984,6
9bbde96d-f1c0-559c-8cf3-aec1246bc401,Collisions,27a4ec69-1240-5d01-90ed-41409d964984,7
c6afbff5-e33b-57b5-86ed-f21843a613a7,Rigid Body,0fbbfd5c-e55f-521d-8ce6-3133f3ec78b0,1
1b8747a3-d8dc-55f7-96a2-13afc8d8f2e3,Centre of Mass,0fbbfd5c-e55f-521d-8ce6-3133f3ec78b0,2
7920dd58-d19e-5c23-a86c-68f5338f0c6f,Torque,0fbbfd5c-e55f-521d-8ce6-3133f3ec78b0,3
5861673d-2fbe-5086-9c23-4f2094c3c8aa,Angular Momentum,0fbbfd5c-e55f-521d-8ce6-3133f3ec78b0,4
952673ab-4ec4-5532-a9ff-a0bf7c86c943,Moment of Inertia,0fbbfd5c-e55f-521d-8ce6-3133f3ec78b0,5
55134a8d-3cd4-58cc-8a4c-366b854de2a8,Axis Theorems,0fbbfd5c-e55f-521d-8ce6-3133f3ec78b0,6
f794c984-1a2a-5005-9647-05f56aea438b,Rotational Motion Equations,0fbbfd5c-e55f-521d-8ce6-3133f3ec78b0,7
6dc743a4-638e-5e8f-a9d1-e659c39c629d,Rolling Motion,0fbbfd5c-e55f-521d-8ce6-3133f3ec78b0,8
593b9bcf-5469-58ab-ac7c-926750a7c376,Rigid Body Motion,0fbbfd5c-e55f-521d-8ce6-3133f3ec78b0,1
f918d04f-5e7b-5b2a-9d69-1a7854518455,Moment of Force (Torque),0fbbfd5c-e55f-521d-8ce6-3133f3ec78b0,3
4dd6af19-8bbf-5202-a992-0be54a5bc5c4,Theorems of Moment of Inertia,0fbbfd5c-e55f-521d-8ce6-3133f3ec78b0,6
148572b7-d9f9-5aec-b8ae-1172012eb001,Rotational Kinematics,0fbbfd5c-e55f-521d-8ce6-3133f3ec78b0,7
f8320fd9-0fe9-5f1f-841a-5c48680c2559,Rotational Dynamics,0fbbfd5c-e55f-521d-8ce6-3133f3ec78b0,8
b62f1c75-6045-5b76-8466-e27f103312f8,Rolling Motion,0fbbfd5c-e55f-521d-8ce6-3133f3ec78b0,9
aa215f57-bb7a-5408-aa7c-781f61234df2,Universal Law of Gravitation,f80e7d14-21cb-55ab-9403-111e0d2571cb,1
723a825e-4d6d-52de-9358-1f5ab130e4f9,Gravitational Field,f80e7d14-21cb-55ab-9403-111e0d2571cb,2
4249308d-beb4-59e0-be82-d320e16d0804,Acceleration Due to Gravity,f80e7d14-21cb-55ab-9403-111e0d2571cb,3
99c78cc6-993d-5adc-8e1c-790b69719730,Gravitational Potential,f80e7d14-21cb-55ab-9403-111e0d2571cb,4
e9755c56-9719-593e-b40f-a0830aa90662,Escape Velocity,f80e7d14-21cb-55ab-9403-111e0d2571cb,5
942f2c53-2ac2-558b-a0dd-eea2d0369429,Satellites,f80e7d14-21cb-55ab-9403-111e0d2571cb,6
0e7f3adb-7f42-5f39-8157-372c772b0337,Kepler’s Laws of Planetary Motion,f80e7d14-21cb-55ab-9403-111e0d2571cb,7
5c32f6d0-bd99-5482-9d43-449504b07d83,Elasticity,3cda4b40-3de4-5a8d-acb1-766364d4614e,1
70f5d987-3a9e-5844-8425-78470cc6c662,Elastic Moduli,3cda4b40-3de4-5a8d-acb1-766364d4614e,2
9bde3078-714e-5eee-a749-0fec42e14199,Fluid Pressure,3cda4b40-3de4-5a8d-acb1-766364d4614e,3
d5cd2aa5-77b6-5fb5-bc33-defb3a3f5b54,Viscosity,3cda4b40-3de4-5a8d-acb1-766364d4614e,4
28447f79-8b03-514e-b202-095207378941,Stokes’ Law,3cda4b40-3de4-5a8d-acb1-766364d4614e,5
48f26f26-b9a7-53eb-b734-d84db48f9022,Bernoulli’s Principle,3cda4b40-3de4-5a8d-acb1-766364d4614e,6
d3c55272-d80f-55d5-9bb5-17be35781a5b,Surface Tension,3cda4b40-3de4-5a8d-acb1-766364d4614e,7
78290ac0-a871-5aae-b961-2504e5b6fe81,Heat and Temperature,3cda4b40-3de4-5a8d-acb1-766364d4614e,8
c58796ce-cd0b-5420-bda1-6130f3be6d7f,Calorimetry,3cda4b40-3de4-5a8d-acb1-766364d4614e,9
2d0b8560-8edb-5aa5-a447-d70c1af4b6c1,Heat Transfer,3cda4b40-3de4-5a8d-acb1-766364d4614e,10
733d97db-bfae-56bf-8acc-618c93251540,Thermal Equilibrium,d2f1102a-a697-5b18-9715-5997f46b5e59,1
ea9bb0a1-08f4-5a1a-b347-c778e961fe7d,Heat and Work,d2f1102a-a697-5b18-9715-5997f46b5e59,2
81bb2c85-4f3c-5a62-9ce3-7b32666a8b3a,Internal Energy,d2f1102a-a697-5b18-9715-5997f46b5e59,3
77e421bc-a2b1-5d62-ba1a-d268aad468d5,First Law of Thermodynamics,d2f1102a-a697-5b18-9715-5997f46b5e59,4
75d8b358-1a79-50e1-8357-83de698fe5dc,Second Law of Thermodynamics,d2f1102a-a697-5b18-9715-5997f46b5e59,5
81158172-0235-567f-b124-31273f983fc0,Ideal Gas Equation,4a942e9e-6865-52b9-a319-3a6218e167dd,1
8b500a94-bf2d-57ad-a17e-0dadeb792710,Assumptions of Kinetic Theory,4a942e9e-6865-52b9-a319-3a6218e167dd,2
a62506c3-0a85-5f82-9719-12867ff27f06,Pressure of Gas,4a942e9e-6865-52b9-a319-3a6218e167dd,3
ece92f1c-dd19-54e1-8053-3acc430650f6,RMS Speed of Gas Molecules,4a942e9e-6865-52b9-a319-3a6218e167dd,4
fe19d718-5d33-5031-aea3-491ab569175f,Degrees of Freedom,4a942e9e-6865-52b9-a319-3a6218e167dd,5
f0099310-2f2c-5c25-ae57-08d63552d350,Equipartition of Energy,4a942e9e-6865-52b9-a319-3a6218e167dd,6
b72ed373-d8f6-5eeb-98c2-347e3b515e6e,Mean Free Path,4a942e9e-6865-52b9-a319-3a6218e167dd,7
5dbe2aa6-bba0-53db-9085-94ea5fcafc83,Periodic Motion,61c99e94-c5dd-5d78-a355-e866b85b9b7b,1
2bfa2873-d0a6-5512-bd70-d3494facf722,Simple Harmonic Motion,61c99e94-c5dd-5d78-a355-e866b85b9b7b,2
52bf1271-8384-5e63-9eb7-625f72021e60,Energy in SHM,61c99e94-c5dd-5d78-a355-e866b85b9b7b,3
cc8b8cd3-465b-5fe2-a5b9-0d62eb783713,Oscillation of Spring,61c99e94-c5dd-5d78-a355-e866b85b9b7b,4
056597f6-3a45-581d-8448-a359f265a104,Simple Pendulum,61c99e94-c5dd-5d78-a355-e866b85b9b7b,5
a70464e6-28ed-5ea9-ba0a-d151f9264742,Wave Motion,61c99e94-c5dd-5d78-a355-e866b85b9b7b,6
647ff9ed-908e-5a91-a9f9-5a81156255a0,Wave Properties,61c99e94-c5dd-5d78-a355-e866b85b9b7b,7
91203b23-0065-5fda-9586-41724ae08b26,Superposition of Waves,61c99e94-c5dd-5d78-a355-e866b85b9b7b,8
f93e108b-ecf5-51be-8ab0-9925a65e3785,Standing Waves,61c99e94-c5dd-5d78-a355-e866b85b9b7b,9
7e3fcc5e-c437-58b1-b73b-4f8eed4c4928,Beats,61c99e94-c5dd-5d78-a355-e866b85b9b7b,10
7b18b170-3dc7-5312-b5fe-324b25c157b3,Simple Harmonic Motion (SHM),61c99e94-c5dd-5d78-a355-e866b85b9b7b,2
03e13f3e-76bf-556a-977e-0c34f95a3718,Kinematics of SHM,61c99e94-c5dd-5d78-a355-e866b85b9b7b,3
42dee949-29b2-5f6d-b82d-4477695b6c7a,Energy in SHM,61c99e94-c5dd-5d78-a355-e866b85b9b7b,4
0fd7bafa-5bbe-5c71-8544-502061432001,Oscillation of Spring,61c99e94-c5dd-5d78-a355-e866b85b9b7b,5
d7f4859c-8d3d-58ce-8a1a-d105e391120b,Simple Pendulum,61c99e94-c5dd-5d78-a355-e866b85b9b7b,6
1e1b23d2-ca5f-5a9d-be31-360b0c0f1e12,Wave Motion,61c99e94-c5dd-5d78-a355-e866b85b9b7b,7
ba1ed4f9-c6a3-5b15-abbc-b50a771acaed,Wave Properties,61c99e94-c5dd-5d78-a355-e866b85b9b7b,8
aea18f66-0656-5486-b51a-1e0ae3caa8b4,Superposition of Waves,61c99e94-c5dd-5d78-a355-e866b85b9b7b,9
7428965c-23f1-51e2-8ad7-7ccd6c598079,Standing Waves,61c99e94-c5dd-5d78-a355-e866b85b9b7b,10
ad936d33-fbb4-5dfb-bc8c-82c378c2f258,Beats,61c99e94-c5dd-5d78-a355-e866b85b9b7b,11
79d30bc1-2dcc-5d70-972c-b3bfe431b6e0,Electric Charge,5ec06949-b728-586d-8a34-1dddca495f9a,1
e8ad83d2-38e9-507a-926f-74f6e1c8c7d7,Coulomb’s Law,5ec06949-b728-586d-8a34-1dddca495f9a,2
0921ca81-c4ac-507f-9d7a-e95cdd67390e,Electric Field,5ec06949-b728-586d-8a34-1dddca495f9a,3
e28442eb-2c82-553a-9eb4-e6fc2a8a0416,Electric Dipole,5ec06949-b728-586d-8a34-1dddca495f9a,4
3bd75759-288f-5155-979b-c355d394653c,Electric Flux,5ec06949-b728-586d-8a34-1dddca495f9a,5
aa89f3b2-f800-5bc9-83d8-8663b9b11e4f,Gauss’s Law,5ec06949-b728-586d-8a34-1dddca495f9a,6
08e20002-88d9-532e-a5d7-4cac05c1ab75,Electric Potential,5ec06949-b728-586d-8a34-1dddca495f9a,7
2dc8b42e-4f09-5f50-9d88-349605046935,Equipotential Surfaces,5ec06949-b728-586d-8a34-1dddca495f9a,8
6220dbd5-c229-55b6-ad61-1d8672d4a6f6,Electrostatic Potential Energy,5ec06949-b728-586d-8a34-1dddca495f9a,9
4eae7293-de37-56cd-8fc0-5d6c791776fa,Capacitors,5ec06949-b728-586d-8a34-1dddca495f9a,10
d38aca1a-3197-5572-9a18-4b4a00325a9a,Electric Current,0f3adfb6-84e6-5838-a0c5-f5ba7734ca2e,1
991bfa17-4b5f-5e3b-8215-cf009d3f3f4f,Drift Velocity,0f3adfb6-84e6-5838-a0c5-f5ba7734ca2e,2
45682eca-9432-5983-8faf-a716b3219941,Ohm’s Law,0f3adfb6-84e6-5838-a0c5-f5ba7734ca2e,3
8c8cd94e-6e96-52be-b0eb-c64b1c8d8787,Resistance,0f3adfb6-84e6-5838-a0c5-f5ba7734ca2e,4
726bb5cf-75e4-5c33-b7f5-2c846eadf431,Resistivity and Conductivity,0f3adfb6-84e6-5838-a0c5-f5ba7734ca2e,5
43ee5ab9-ce27-597d-b6c2-8ece462dba98,Combination of Resistors,0f3adfb6-84e6-5838-a0c5-f5ba7734ca2e,6
7fe29f53-0968-54e6-8725-76aa1580ecff,Electrical Energy and Power,0f3adfb6-84e6-5838-a0c5-f5ba7734ca2e,7
d15d0e20-9f06-52dd-b868-5c5ce005e743,EMF and Internal Resistance,0f3adfb6-84e6-5838-a0c5-f5ba7734ca2e,8
b4c7720c-5ce1-5ef8-b4e5-54889c5bdb6a,Kirchhoff’s Laws,0f3adfb6-84e6-5838-a0c5-f5ba7734ca2e,9
7f43a57d-7379-5cb4-bd67-fc0635c38da6,Wheatstone Bridge,0f3adfb6-84e6-5838-a0c5-f5ba7734ca2e,10
d2864599-694f-50a4-9121-08c7e8963251,Metre Bridge,0f3adfb6-84e6-5838-a0c5-f5ba7734ca2e,11
2515219c-c091-55df-8509-6938e50e0555,Magnetic Field,b81b0eef-d784-5f9e-bfd0-74b6b38431c0,1
a991181e-2042-5368-b71d-8a66f822f48b,Biot-Savart Law,b81b0eef-d784-5f9e-bfd0-74b6b38431c0,2
771c90da-89ee-5d59-93ba-7a5d74711b75,Ampere’s Law,b81b0eef-d784-5f9e-bfd0-74b6b38431c0,3
f84e158f-2126-5333-811a-9b22a2a6294d,Force on Moving Charge,b81b0eef-d784-5f9e-bfd0-74b6b38431c0,4
657a49e4-1f84-58dc-b5c6-a6fcdf579415,Force on Current Carrying Conductor,b81b0eef-d784-5f9e-bfd0-74b6b38431c0,5
feef917b-5c91-52c8-acae-cbd144845be1,Torque on Current Loop,b81b0eef-d784-5f9e-bfd0-74b6b38431c0,6
c2ca3ca1-36e3-5d2c-a814-cf044cae972f,Moving Coil Galvanometer,b81b0eef-d784-5f9e-bfd0-74b6b38431c0,7
b72359b2-e32f-5473-998c-65c26d3947c0,Magnetism,b81b0eef-d784-5f9e-bfd0-74b6b38431c0,8
6c3c8a67-aef0-5998-ba92-8bdc7e4980e3,Magnetic Materials,b81b0eef-d784-5f9e-bfd0-74b6b38431c0,9
f2cfa9a7-101b-5dec-b59a-03d1b438caee,Electromagnetic Induction,100d949d-4d18-52a9-a43c-04d8570fa15a,1
75b7d5f3-60c6-5a79-ac51-cf8bc952e6cd,Lenz’s Law,100d949d-4d18-52a9-a43c-04d8570fa15a,2
f44bc6ad-45b8-5145-8a0b-c756e3bc5187,Eddy Currents,100d949d-4d18-52a9-a43c-04d8570fa15a,3
4abb7503-0395-5cea-888b-9300af18a1b5,Inductance,100d949d-4d18-52a9-a43c-04d8570fa15a,4
dad7d2e3-3d83-5ae6-b3e1-96aedb41da3b,Alternating Current,100d949d-4d18-52a9-a43c-04d8570fa15a,5
331587ad-eba4-5cf5-8058-503f3ac13011,LCR Circuit,100d949d-4d18-52a9-a43c-04d8570fa15a,6
5a9df5ad-d776-5396-ad54-beaaa76f3b61,Power in AC Circuits,100d949d-4d18-52a9-a43c-04d8570fa15a,7
e56040bf-a8c1-5165-b102-7fb9747ddd66,AC Generator,100d949d-4d18-52a9-a43c-04d8570fa15a,8
b0f33495-ce3c-5dce-9e08-39f3dbb5c239,Transformer,100d949d-4d18-52a9-a43c-04d8570fa15a,9
4761926f-5b4f-5ba9-bf94-65a9a5675e2e,Displacement Current,21b6e4b1-2b7b-568e-9caf-7baade213104,1
10753e2f-2167-5737-af26-3192d31cada8,Electromagnetic Waves,21b6e4b1-2b7b-568e-9caf-7baade213104,2
ada32f48-5804-5f12-83f4-310ba7a05916,Electromagnetic Spectrum,21b6e4b1-2b7b-568e-9caf-7baade213104,3
b2fd7acd-7a09-5258-9ff1-e7a54c2c27c7,Applications of EM Waves,21b6e4b1-2b7b-568e-9caf-7baade213104,4
83b39b3d-795f-5a62-8774-faeb4bc33ba1,Nature of Light,39438dc5-80b4-5c3a-9bf4-722a49bc22c0,1
725e4e10-2e1d-5f85-bccd-14dd9ed526b3,Reflection of Light,3426833e-68b5-5706-85c0-4ffaf1336e21,1
7f6dc63d-b66b-5378-a742-97f782212ff3,Spherical Mirrors,3426833e-68b5-5706-85c0-4ffaf1336e21,2
5061ce0e-ea8b-5d74-aa2e-37f3dc9ec78b,Mirror Formula,3426833e-68b5-5706-85c0-4ffaf1336e21,3
1fab7314-4c79-5df7-8acb-9def9af16525,Refraction of Light,3426833e-68b5-5706-85c0-4ffaf1336e21,4
a337de53-17ac-5484-84a0-17bf5543eead,Refraction at Spherical Surfaces,3426833e-68b5-5706-85c0-4ffaf1336e21,5
6db10096-ea32-58bf-8858-aeb464fed5bf,Lenses,3426833e-68b5-5706-85c0-4ffaf1336e21,6
984cae51-a3b6-52f4-b3ae-51453b85fecd,Lens Formula,3426833e-68b5-5706-85c0-4ffaf1336e21,7
5e791c6d-d862-51f4-94c7-dd9955bb86b8,Magnification by Lens,3426833e-68b5-5706-85c0-4ffaf1336e21,8
d729c661-3557-5c5c-833a-95e113855a89,Lens Maker Formula,3426833e-68b5-5706-85c0-4ffaf1336e21,9
45ba5cbd-3769-5d61-8cdb-9d45a4345877,Total Internal Reflection,3426833e-68b5-5706-85c0-4ffaf1336e21,10
654e8b3c-e74e-5d00-b47b-5627ff6be87b,Prism,3426833e-68b5-5706-85c0-4ffaf1336e21,11
cd537bb9-d728-5782-9b2f-7b9b02a705f1,Wavefront and Huygens Principle,e01d6131-f960-5c6a-b023-873c821383ea,1
ce7b7af4-96e3-5648-abf0-8dc752982bd8,Interference of Light,e01d6131-f960-5c6a-b023-873c821383ea,2
374e8260-a237-5da4-884e-ee1f24832d4d,Young’s Double Slit Experiment,e01d6131-f960-5c6a-b023-873c821383ea,3
9da4c94d-e394-56ee-a142-c9abae47207b,Diffraction,e01d6131-f960-5c6a-b023-873c821383ea,4
c86007d6-2392-5d63-8c3a-ccbb51300e27,Polarization,e01d6131-f960-5c6a-b023-873c821383ea,5
a8d650ac-11cf-55ed-985b-944f3a2ecefb,Dual Nature of Radiation,9ce1ebf1-2134-5d15-b9a3-02da1d0c4d8e,1
d7f841ec-35a5-57e1-acfb-9f773c9b0003,Photoelectric Effect,9ce1ebf1-2134-5d15-b9a3-02da1d0c4d8e,2
cd46a144-c491-578c-8806-aae16304132e,Observations of Photoelectric Effect,9ce1ebf1-2134-5d15-b9a3-02da1d0c4d8e,3
b25265be-852e-5426-8d1b-ceb337155743,Einstein’s Photoelectric Equation,9ce1ebf1-2134-5d15-b9a3-02da1d0c4d8e,4
076f838e-d314-5db2-8c01-9b3e4a356626,Particle Nature of Light,9ce1ebf1-2134-5d15-b9a3-02da1d0c4d8e,5
b678b10f-4555-5b36-ad2f-bf1333fa29bb,Wave Nature of Matter,9ce1ebf1-2134-5d15-b9a3-02da1d0c4d8e,6
9ce72267-6c18-54e9-ae74-a83a75169cfd,Thomson Model of Atom,445b8754-3097-5cb2-8b14-7759a2609579,1
a22043c5-af77-53bd-9ff8-aaef48d0b3d5,Rutherford Atomic Model,445b8754-3097-5cb2-8b14-7759a2609579,2
0339b4bf-520e-5f5d-b04c-0341a413ea1c,Bohr Model,445b8754-3097-5cb2-8b14-7759a2609579,3
ba83923d-53de-53d9-be22-a07cdaee0819,Hydrogen Spectrum,445b8754-3097-5cb2-8b14-7759a2609579,4
3014de2d-0057-5586-b20f-c7c624163de5,Nuclear Composition,ee3bf0dd-e01a-5d6b-a128-c1d19a9b850e,1
5d9fbddd-1f24-50a2-bcbc-afcb5d84dfef,Nuclear Size,ee3bf0dd-e01a-5d6b-a128-c1d19a9b850e,2
63da7081-4b55-5631-90e7-c85dae4a6666,Mass Defect,ee3bf0dd-e01a-5d6b-a128-c1d19a9b850e,3
f44fda90-6d97-54b8-a0aa-f31ed0fcb99e,Binding Energy,ee3bf0dd-e01a-5d6b-a128-c1d19a9b850e,4
33f3f3fd-d9a2-551c-b292-b12e731168c6,Nuclear Reactions,ee3bf0dd-e01a-5d6b-a128-c1d19a9b850e,5
58ee67ea-adcb-5d58-8141-b2f0f5114020,Semiconductors,188c6b36-194c-5d05-8803-4d1728df32f1,1
d48db1c2-6221-50bf-91f7-2c33c7beeee7,Semiconductor Doping,188c6b36-194c-5d05-8803-4d1728df32f1,2
997a0f6a-12ca-59ce-800c-ae1299574b3d,p-n Junction,188c6b36-194c-5d05-8803-4d1728df32f1,3
c7a16fd3-eae1-5110-8ead-3a5e75355b6b,Diode Characteristics,188c6b36-194c-5d05-8803-4d1728df32f1,4
8b4ea479-f0d5-53e1-8ab5-23723270c9e1,Diode Applications,188c6b36-194c-5d05-8803-4d1728df32f1,5
ba345786-3f31-51ed-8bb1-2eba9a098420,Special Diodes,188c6b36-194c-5d05-8803-4d1728df32f1,6
35181835-96c5-5060-ad9b-d51cd2b15710,Logic Gates,188c6b36-194c-5d05-8803-4d1728df32f1,7
124065b2-d972-54fc-b94a-46cbb8c35aea,Basic Measurement and Experimental Skills,cbaa10c2-1648-5be1-abd9-22318b93c4a8,1
8d6a1ec0-6880-5f87-a175-6b9439acfe86,Vernier Calipers,cbaa10c2-1648-5be1-abd9-22318b93c4a8,2
0bfd47c7-c0f2-5ee0-93c8-31c41f8bffae,Screw Gauge,cbaa10c2-1648-5be1-abd9-22318b93c4a8,3
4d3871ba-4887-57cd-aa0e-552485c06944,Simple Pendulum Experiment,cbaa10c2-1648-5be1-abd9-22318b93c4a8,4
5829e237-1060-569e-893b-615d2fba8d2c,Metre Scale Experiment,cbaa10c2-1648-5be1-abd9-22318b93c4a8,5
ea6b699b-8a6b-5777-9f97-bc44e57ea300,Young’s Modulus Experiment,cbaa10c2-1648-5be1-abd9-22318b93c4a8,6
6befbf1e-1d26-576c-8aaa-0ca13d1c73e8,Surface Tension Experiment,cbaa10c2-1648-5be1-abd9-22318b93c4a8,7
e4fac1fe-c678-58e2-8bcb-0dee04293157,Viscosity Experiment,cbaa10c2-1648-5be1-abd9-22318b93c4a8,8
3d196524-6554-505b-b822-33e11c8e20f9,Speed of Sound Experiment,cbaa10c2-1648-5be1-abd9-22318b93c4a8,9
87bb8bf4-594b-50dd-aab3-4a3ff0cbc5a5,Calorimetry Experiment,cbaa10c2-1648-5be1-abd9-22318b93c4a8,10
41d88cc0-eca5-5e37-be1e-fb6ade60db1e,Electrical Experiments,cbaa10c2-1648-5be1-abd9-22318b93c4a8,11
600d7f7a-a618-5c8d-a485-f459972fe1d4,Optics Experiments,cbaa10c2-1648-5be1-abd9-22318b93c4a8,12
65a3bcc7-7680-5ef4-a992-fe8a4fa8967d,Prism Experiment,cbaa10c2-1648-5be1-abd9-22318b93c4a8,13
dc6906bd-d728-59d9-9c79-657f3e52012c,Refractive Index Experiment,cbaa10c2-1648-5be1-abd9-22318b93c4a8,14
b16760b4-3c32-5448-a289-b02324ba711b,Semiconductor Experiments,cbaa10c2-1648-5be1-abd9-22318b93c4a8,15
76c9f71b-fc29-51c7-9eaa-1f07328810e9,Identification of Electronic Components,cbaa10c2-1648-5be1-abd9-22318b93c4a8,16
22d3519d-2e8d-5ea3-b183-f18ddb9701b3,The Living World,4f0ddf9c-27e1-59d1-949f-b5e21bb58f1c,1
bf217cba-9b28-5dd2-b183-fcf112ff66fa,Biological Classification,4f0ddf9c-27e1-59d1-949f-b5e21bb58f1c,2
0a3a5bbb-8251-5e3b-a287-b466ed2393ad,Plant Kingdom,4f0ddf9c-27e1-59d1-949f-b5e21bb58f1c,3
bcffbc9f-abc7-5b15-beb4-dc65fdad2bb4,Morphology of Flowering Plants,c7137fd1-a9a5-5bee-bbe8-b8489233c56f,1
7fb8e435-cd6e-56c5-9f9c-a8821bcc837a,Plant Families,c7137fd1-a9a5-5bee-bbe8-b8489233c56f,2
126862c8-0e6e-5181-b083-4a86edd55b6b,Plant Tissues,c7137fd1-a9a5-5bee-bbe8-b8489233c56f,3
fdd96c31-ce95-5071-833d-5e0dd2971ce5,Plant Anatomy,c7137fd1-a9a5-5bee-bbe8-b8489233c56f,4
9faaedc2-6f1a-5d68-8631-d09974e67b6d,Cell Theory,4e953e2e-cb42-5769-ab2e-f242cb8bdeed,1
8ddf2824-be64-561e-97b8-25edb3dc730f,Prokaryotic and Eukaryotic Cells,4e953e2e-cb42-5769-ab2e-f242cb8bdeed,2
7433060a-fa48-5428-ace8-40a81a6b8fd5,Cell Organelles,4e953e2e-cb42-5769-ab2e-f242cb8bdeed,3
964a3a72-d20d-5e07-99a0-3ab97a8db1cc,Cell Envelope,4e953e2e-cb42-5769-ab2e-f242cb8bdeed,4
f39df97d-7f99-5e50-87e2-b86c63857aec,Cytoskeleton and Cell Structures,4e953e2e-cb42-5769-ab2e-f242cb8bdeed,5
3e28a447-d352-56c1-8acb-947baf00617d,Nucleus,4e953e2e-cb42-5769-ab2e-f242cb8bdeed,6
e273efa5-dbff-54ec-82f9-7e930c3cf4b9,Biomolecules,4e953e2e-cb42-5769-ab2e-f242cb8bdeed,7
7035cb1c-e666-5e8a-8867-dd06faf19342,Enzymes,4e953e2e-cb42-5769-ab2e-f242cb8bdeed,8
3fdc49ff-e870-57ad-b4af-cdc711b0dbd2,Cell Division,4e953e2e-cb42-5769-ab2e-f242cb8bdeed,9
